Category,Word,FirstLetter,Word,Freq
Fluss,Saubach,S,Saubach,7
Fluss,Sauer,S,Sauer,170
Fluss,Saufangweiher,S,Saufangweiher,1
Fluss,Saußbach,S,Saußbach,1
Fluss,Sauteler Kanal,S,Sauteler Kanal,1
Fluss,Sautradlbach,S,Sautradlbach,1
Fluss,Sauweiher,S,Sauweiher,1
Fluss,Schaale,S,Schaale,1
Fluss,Schaalsee,S,Schaalsee,21
Fluss,Schaar,S,Schaar,13
Fluss,Schachtgraben,S,Schachtgraben,1
Fluss,Schafau,S,Schafau,3
Fluss,Schäfersee,S,Schäfersee,3
Fluss,Schäferteiche,S,Schäferteiche,1
Fluss,Schafteich,S,Schafteich,1
Fluss,Schaich,S,Schaich,6
Fluss,Schalke,S,Schalke,856
Fluss,Schalkenbach,S,Schalkenbach,1
Fluss,Schalkenmehrener Maar,S,Schalkenmehrener Maar,6
Fluss,Schalker Teich,S,Schalker Teich,2
Fluss,Schaller,S,Schaller,64
Fluss,Schallerbach,S,Schallerbach,7
Fluss,Schambach,S,Schambach,6
Fluss,Schanze,S,Schanze,152
Fluss,Schanzenbach,S,Schanzenbach,3
Fluss,Schanzengraben,S,Schanzengraben,2
Fluss,Schaplowsee,S,Schaplowsee,1
Fluss,Schaproder Bodden,S,Schaproder Bodden,1
Fluss,Scharlach,S,Scharlach,22
Fluss,Scharmützelsee,S,Scharmützelsee,9
Fluss,Schatzkammer,S,Schatzkammer,88
Fluss,Schaugraben,S,Schaugraben,1
Fluss,Scheckenbach,S,Scheckenbach,1
Fluss,Schede,S,Schede,2
Fluss,Schefflenz,S,Schefflenz,7
Fluss,Scheidegger Wasserfälle,S,Scheidegger Wasserfälle,1
Fluss,Scheine,S,Scheine,102
Fluss,Schelde,S,Schelde,7
Fluss,Schelsbach,S,Schelsbach,1
Fluss,Schenkenbach,S,Schenkenbach,1
Fluss,Schermützelsee,S,Schermützelsee,2
Fluss,Scherrbach,S,Scherrbach,1
Fluss,Scherzach,S,Scherzach,1
Fluss,Schieder See,S,Schieder See,1
Fluss,Schiersteiner Hafen,S,Schiersteiner Hafen,1
Fluss,Schießbach,S,Schießbach,2
Fluss,Schießplatzgraben,S,Schießplatzgraben,1
Fluss,Schifffahrtskanal,S,Schifffahrtskanal,6
Fluss,Schiffgraben,S,Schiffgraben,4
Fluss,Schiffsbalje,S,Schiffsbalje,1
Fluss,Schildau,S,Schildau,3
Fluss,Schildbach,S,Schildbach,2
Fluss,Schilde,S,Schilde,73
Fluss,Schillingmanngraben,S,Schillingmanngraben,1
Fluss,Schiltach,S,Schiltach,21
Fluss,Schindelbach,S,Schindelbach,1
Fluss,Schirmbach,S,Schirmbach,1
Fluss,Schlabendorfer See,S,Schlabendorfer See,2
Fluss,Schlachtensee,S,Schlachtensee,10
Fluss,Schladitzer See,S,Schladitzer See,2
Fluss,Schlägen,S,Schlägen,173
Fluss,Schlagwasser,S,Schlagwasser,1
Fluss,Schlammgraben,S,Schlammgraben,2
Fluss,Schlangengraben,S,Schlangengraben,1
Fluss,Schlattein,S,Schlattein,3
Fluss,Schlaube,S,Schlaube,3
Fluss,Schlauersbach,S,Schlauersbach,1
Fluss,Schlausenbach,S,Schlausenbach,1
Fluss,Schlautbach,S,Schlautbach,1
Fluss,Schleck,S,Schleck,4
Fluss,Schledde,S,Schledde,5
Fluss,Schlei,S,Schlei,49
Fluss,Schleierfall,S,Schleierfall,1
Fluss,Schleimünde,S,Schleimünde,2
Fluss,Schlema,S,Schlema,38
Fluss,Schlesersee,S,Schlesersee,1
Fluss,Schleuse,S,Schleuse,182
Fluss,Schleusengraben,S,Schleusengraben,2
Fluss,Schleusenkanal,S,Schleusenkanal,2
Fluss,Schlierach,S,Schlierach,2
Fluss,Schlierbach,S,Schlierbach,18
Fluss,Schliersee,S,Schliersee,40
Fluss,Schlinge,S,Schlinge,68
Fluss,Schlitz,S,Schlitz,72
Fluss,Schloitzbach,S,Schloitzbach,1
Fluss,Schloppsee,S,Schloppsee,1
Fluss,Schlossgraben,S,Schlossgraben,18
Fluss,Schlosssee,S,Schlosssee,5
Fluss,Schloßgraben,S,Schloßgraben,1
Fluss,Schloßsee,S,Schloßsee,1
Fluss,Schlossteich,S,Schlossteich,8
Fluss,Schlossweiher,S,Schlossweiher,3
Fluss,Schluchsee,S,Schluchsee,20
Fluss,Schlüsbek,S,Schlüsbek,2
Fluss,Schmachter See,S,Schmachter See,1
Fluss,Schmalbach,S,Schmalbach,1
Fluss,Schmale,S,Schmale,31
Fluss,Schmalenbach,S,Schmalenbach,8
Fluss,Schmalfelder Au,S,Schmalfelder Au,1
Fluss,Schmalkalde,S,Schmalkalde,1
Fluss,Schmarbeck,S,Schmarbeck,5
Fluss,Schmelzteich,S,Schmelzteich,2
Fluss,Schmerbach,S,Schmerbach,1
Fluss,Schmie,S,Schmie,2
Fluss,Schmiecha,S,Schmiecha,2
Fluss,Schmiedebach,S,Schmiedebach,3
Fluss,Schmutter,S,Schmutter,4
Fluss,Schmutterweiher,S,Schmutterweiher,1
Fluss,Schnaittach,S,Schnaittach,8
Fluss,Schnauder,S,Schnauder,1
Fluss,Schneidegraben,S,Schneidegraben,1
Fluss,Schneller Graben,S,Schneller Graben,1
Fluss,Schöhsee,S,Schöhsee,1
Fluss,Schollach,S,Schollach,2
Fluss,Schöllenbach,S,Schöllenbach,2
Fluss,Schollener See,S,Schollener See,1
Fluss,Schöllnach,S,Schöllnach,2
Fluss,Schonach,S,Schonach,24
Fluss,Schönau,S,Schönau,103
Fluss,Schönbach,S,Schönbach,16
Fluss,Schönbeck,S,Schönbeck,6
Fluss,Schönenbach,S,Schönenbach,2
Fluss,Schöngrundsee,S,Schöngrundsee,1
Fluss,Schönsee,S,Schönsee,6
Fluss,Schonunger Bucht,S,Schonunger Bucht,1
Fluss,Schoritzer Wiek,S,Schoritzer Wiek,1
Fluss,Schornbach,S,Schornbach,1
Fluss,Schozach,S,Schozach,3
Fluss,Schrake,S,Schrake,1
Fluss,Schrattenbach,S,Schrattenbach,4
Fluss,Schrote,S,Schrote,1
Fluss,Schulensee,S,Schulensee,1
Fluss,Schulsee,S,Schulsee,5
Fluss,Schulteich,S,Schulteich,1
Fluss,Schunter,S,Schunter,3
Fluss,Schüpbach,S,Schüpbach,4
Fluss,Schüpfbach,S,Schüpfbach,1
Fluss,Schussen,S,Schussen,3
Fluss,Schutter,S,Schutter,9
Fluss,Schutzbach,S,Schutzbach,2
Fluss,Schützengraben,S,Schützengraben,15
Fluss,Schwabach,S,Schwabach,68
Fluss,Schwabbach,S,Schwabbach,4
Fluss,Schwabinger Bach,S,Schwabinger Bach,1
Fluss,Schwalb,S,Schwalb,7
Fluss,Schwalbach,S,Schwalbach,50
Fluss,Schwale,S,Schwale,2
Fluss,Schwalm,S,Schwalm,30
Fluss,Schwanensee,S,Schwanensee,22
Fluss,Schwanenteich,S,Schwanenteich,15
Fluss,Schwartau,S,Schwartau,53
Fluss,Schwarza,S,Schwarza,17
Fluss,Schwarzach,S,Schwarzach,69
Fluss,Schwarzbach,S,Schwarzbach,24
Fluss,Schwärze,S,Schwärze,5
Fluss,Schwarze Au,S,Schwarze Au,1
Fluss,Schwarze Elster,S,Schwarze Elster,5
Fluss,Schwarze Lache,S,Schwarze Lache,1
Fluss,Schwarzenau,S,Schwarzenau,21
Fluss,Schwarzenbach,S,Schwarzenbach,37
Fluss,Schwarzensee,S,Schwarzensee,1
Fluss,Schwarzer Kocher,S,Schwarzer Kocher,1
Fluss,Schwarzer Peter,S,Schwarzer Peter,3
Fluss,Schwarzer Schöps,S,Schwarzer Schöps,2
Fluss,Schwarzer Teich,S,Schwarzer Teich,1
Fluss,Schwärzerbach,S,Schwärzerbach,1
Fluss,Schwarzes Meer,S,Schwarzes Meer,2
Fluss,Schwarzgraben,S,Schwarzgraben,3
Fluss,Schwarzlofergraben,S,Schwarzlofergraben,1
Fluss,Schwarzsee,S,Schwarzsee,1
Fluss,Schwarzwasser,S,Schwarzwasser,8
Fluss,Schwedter Querfahrt,S,Schwedter Querfahrt,1
Fluss,Schwedtsee,S,Schwedtsee,1
Fluss,Schwefelquelle,S,Schwefelquelle,3
Fluss,Schweiburg,S,Schweiburg,2
Fluss,Schweina,S,Schweina,2
Fluss,Schweinbach,S,Schweinbach,1
Fluss,Schweinebucht,S,Schweinebucht,2
Fluss,Schweinfe,S,Schweinfe,1
Fluss,Schweinitz,S,Schweinitz,14
Fluss,Schweizerbach,S,Schweizerbach,1
Fluss,Schwelme,S,Schwelme,2
Fluss,Schwemmbach,S,Schwemmbach,1
Fluss,Schwentine,S,Schwentine,6
Fluss,Schweriner See,S,Schweriner See,6
Fluss,Schwielochsee,S,Schwielochsee,5
Fluss,Schwielowsee,S,Schwielowsee,13
Fluss,Schwienau,S,Schwienau,1
Fluss,Schwietert,S,Schwietert,2
Fluss,Schwimmbach,S,Schwimmbach,1
Fluss,Schwinge,S,Schwinge,27
Fluss,Schwippe,S,Schwippe,1
Fluss,Schwülme,S,Schwülme,1
Fluss,Sebnitz,S,Sebnitz,58
Fluss,Seckach,S,Seckach,6
Fluss,Sedlitzer See,S,Sedlitzer See,2
Fluss,Seebach,S,Seebach,29
Fluss,Seebeck,S,Seebeck,7
Fluss,Seeburger See,S,Seeburger See,4
Fluss,Seedorfer See,S,Seedorfer See,1
Fluss,Seefelder Aach,S,Seefelder Aach,1
Fluss,Seege,S,Seege,1
Fluss,Seegraben,S,Seegraben,3
Fluss,Seehamer See,S,Seehamer See,1
Fluss,Seehof,S,Seehof,15
Fluss,Seekamper See,S,Seekamper See,1
Fluss,Seekanal,S,Seekanal,1
Fluss,Seelauf,S,Seelauf,1
Fluss,Seelbach,S,Seelbach,27
Fluss,Seeloch,S,Seeloch,1
Fluss,Seemann,S,Seemann,101
Fluss,Seerhein,S,Seerhein,4
Fluss,Seerosenteich,S,Seerosenteich,2
Fluss,Seeteich,S,Seeteich,1
Fluss,Seewaldsee,S,Seewaldsee,2
Fluss,Seeweiher,S,Seeweiher,2
Fluss,Sehlendorfer Binnensee,S,Sehlendorfer Binnensee,1
Fluss,Sehma,S,Sehma,6
Fluss,Seidewitz,S,Seidewitz,2
Fluss,Seifenbach,S,Seifenbach,2
Fluss,Seilersee,S,Seilersee,9
Fluss,Seitenbach,S,Seitenbach,4
Fluss,Seitengraben,S,Seitengraben,4
Fluss,Selb,S,Selb,48
Fluss,Selbach,S,Selbach,8
Fluss,Selbitz,S,Selbitz,9
Fluss,Selchower Flutgraben,S,Selchower Flutgraben,1
Fluss,Selenter See,S,Selenter See,1
Fluss,Selke,S,Selke,41
Fluss,Selker Noor,S,Selker Noor,1
Fluss,Selle,S,Selle,13
Fluss,Selz,S,Selz,6
Fluss,Semkenfahrt,S,Semkenfahrt,1
Fluss,Sempt,S,Sempt,2
Fluss,Sempt-Flutkanal,S,Sempt-Flutkanal,1
Fluss,Sendelbach,S,Sendelbach,3
Fluss,Senftenberger See,S,Senftenberger See,7
Fluss,Senftenberger See,S,Senftenberger See,8
Fluss,Senkelbach,S,Senkelbach,1
Fluss,Sennesee,S,Sennesee,1
Fluss,Seßmarbach,S,Seßmarbach,1
Fluss,Sete,S,Sete,2
Fluss,Sicke,S,Sicke,2
Fluss,Sickenbach,S,Sickenbach,1
Fluss,Sickergraben,S,Sickergraben,1
Fluss,Sickingmühlenbach,S,Sickingmühlenbach,1
Fluss,Sieben Quellen,S,Sieben Quellen,1
Fluss,Sieben-Erlen-See,S,Sieben-Erlen-See,1
Fluss,Sieber,S,Sieber,50
Fluss,Siechenbach,S,Siechenbach,1
Fluss,Siede,S,Siede,1
Fluss,Siedelbach,S,Siedelbach,1
Fluss,Sieg,S,Sieg,4662
Fluss,Siegbach,S,Siegbach,1
Fluss,Siegelbach,S,Siegelbach,3
Fluss,Siegenbach,S,Siegenbach,2
Fluss,Sieggraben,S,Sieggraben,1
Fluss,Sieglitzgrund,S,Sieglitzgrund,1
Fluss,Siegquelle,S,Siegquelle,3
Fluss,Siesbach,S,Siesbach,1
Fluss,Silberbach,S,Silberbach,11
Fluss,Silberborn,S,Silberborn,2
Fluss,Silbergraben,S,Silbergraben,1
Fluss,Silbersee,S,Silbersee,7
Fluss,Silberteich,S,Silberteich,2
Fluss,Silberwasser,S,Silberwasser,1
Fluss,Silk,S,Silk,34
Fluss,Silokanal,S,Silokanal,2
Fluss,Silvertbach,S,Silvertbach,1
Fluss,Silz,S,Silz,8
Fluss,Simbach,S,Simbach,11
Fluss,Simmel,S,Simmel,22
Fluss,Sims,S,Sims,119
Fluss,Simssee,S,Simssee,1
Fluss,Sindelbach,S,Sindelbach,1
Fluss,Singliser See,S,Singliser See,2
Fluss,Singold,S,Singold,2
Fluss,Sinn,S,Sinn,2700
Fluss,Sippach,S,Sippach,1
Fluss,Sitzenrodaer Bach,S,Sitzenrodaer Bach,1
Fluss,Sodenbach,S,Sodenbach,1
Fluss,Sodenmattsee,S,Sodenmattsee,1
Fluss,Sohlbach,S,Sohlbach,3
Fluss,Soholmer Au,S,Soholmer Au,3
Fluss,Solequelle,S,Solequelle,3
Fluss,Sollach,S,Sollach,1
Fluss,Sollbach,S,Sollbach,2
Fluss,Söllbach,S,Söllbach,1
Fluss,Soltau,S,Soltau,144
Fluss,Solz,S,Solz,1
Fluss,Somme,S,Somme,16
Fluss,Sommerach,S,Sommerach,12
Fluss,Sonder,S,Sonder,13
Fluss,Sonderbach,S,Sonderbach,2
Fluss,Sonnenkappe,S,Sonnenkappe,2
Fluss,Sonnensee,S,Sonnensee,2
Fluss,Sontra,S,Sontra,25
Fluss,Sophienfließ,S,Sophienfließ,1
Fluss,Sorge,S,Sorge,1970
Fluss,Sorpe,S,Sorpe,1
Fluss,Sorpesee,S,Sorpesee,6
Fluss,Sorpetalsperre,S,Sorpetalsperre,1
Fluss,Söse,S,Söse,4
Fluss,Sotzbach,S,Sotzbach,1
Fluss,Specken,S,Specken,1
Fluss,Speckgraben,S,Speckgraben,1
Fluss,Speicherbecken,S,Speicherbecken,19
Fluss,Speicherbecken Borna,S,Speicherbecken Borna,2
Fluss,Speicherbecken Geeste,S,Speicherbecken Geeste,1
Fluss,Speicherbecken Lohsa II,S,Speicherbecken Lohsa II,1
Fluss,Speichersee,S,Speichersee,5
Fluss,Speller Aa,S,Speller Aa,1
Fluss,Speltbach,S,Speltbach,1
Fluss,Spetze,S,Spetze,2
Fluss,Speyerbach,S,Speyerbach,2
Fluss,Speyerlachsee,S,Speyerlachsee,1
Fluss,Spick,S,Spick,2
Fluss,Spielbach,S,Spielbach,1
Fluss,Spießbach,S,Spießbach,1
Fluss,Spitzingsee,S,Spitzingsee,9
Fluss,Spleth,S,Spleth,1
Fluss,Spöck,S,Spöck,1
Fluss,Spölbek,S,Spölbek,1
Fluss,Spoykanal,S,Spoykanal,1
Fluss,Spree,S,Spree,202
Fluss,Spree-Oder-Wasserstraße,S,Spree-Oder-Wasserstraße,2
Fluss,Spreekanal,S,Spreekanal,1
Fluss,Spreetaler See,S,Spreetaler See,4
Fluss,Spring,S,Spring,147
Fluss,Sprotte,S,Sprotte,12
Fluss,Staben,S,Staben,1
Fluss,Stadtbach,S,Stadtbach,9
Fluss,Stadtgraben,S,Stadtgraben,48
Fluss,Stadtparksee,S,Stadtparksee,3
Fluss,Stadtparkteich,S,Stadtparkteich,1
Fluss,Stadtsee,S,Stadtsee,4
Fluss,Stadtteich,S,Stadtteich,2
Fluss,Stadtwaldsee,S,Stadtwaldsee,3
Fluss,Stadtweiher,S,Stadtweiher,3
Fluss,Staffelbach,S,Staffelbach,2
Fluss,Staffelsee,S,Staffelsee,10
Fluss,Stahlbach,S,Stahlbach,1
Fluss,Stahlquelle,S,Stahlquelle,1
Fluss,Stallauer Bach,S,Stallauer Bach,1
Fluss,Stammbach,S,Stammbach,3
Fluss,Stangenbach,S,Stangenbach,1
Fluss,Starnberger See,S,Starnberger See,57
Fluss,Starnberger See,S,Starnberger See,57
Fluss,Starzel,S,Starzel,2
Fluss,Starzelbach,S,Starzelbach,2
Fluss,Staubecken,S,Staubecken,21
Fluss,Stausee Bitburg,S,Stausee Bitburg,2
Fluss,Stausee Kell,S,Stausee Kell,1
Fluss,Stausee Rötha,S,Stausee Rötha,2
Fluss,Stauweiher,S,Stauweiher,6
Fluss,Stechgraben,S,Stechgraben,3
Fluss,Stecknitz,S,Stecknitz,5
Fluss,Stege,S,Stege,49
Fluss,Steina,S,Steina,6
Fluss,Steinach,S,Steinach,67
Fluss,Steinaer Bach,S,Steinaer Bach,1
Fluss,Steinau,S,Steinau,29
Fluss,Steinbach,S,Steinbach,174
Fluss,Steinbachtalsperre,S,Steinbachtalsperre,6
Fluss,Steinbeck,S,Steinbeck,27
Fluss,Steinbek,S,Steinbek,1
Fluss,Steinberger See,S,Steinberger See,1
Fluss,Steinbruchsee,S,Steinbruchsee,4
Fluss,Steinebach,S,Steinebach,9
Fluss,Steinenbach,S,Steinenbach,1
Fluss,Steiner Bach,S,Steiner Bach,1
Fluss,Steinermühlenteich,S,Steinermühlenteich,1
Fluss,Steinersee,S,Steinersee,1
Fluss,Steinertsee,S,Steinertsee,1
Fluss,Steinfurter Aa,S,Steinfurter Aa,1
Fluss,Steingraben,S,Steingraben,1
Fluss,Steinhuder Meer,S,Steinhuder Meer,34
Fluss,Steinhuder Meer,S,Steinhuder Meer,35
Fluss,Steinlach,S,Steinlach,5
Fluss,Steinsee,S,Steinsee,5
Fluss,Steinteich,S,Steinteich,1
Fluss,Stellau,S,Stellau,2
Fluss,Stelzenbach,S,Stelzenbach,2
Fluss,Stepenitz,S,Stepenitz,5
Fluss,Stephansquelle,S,Stephansquelle,1
Fluss,Steppach,S,Steppach,3
Fluss,Stettbach,S,Stettbach,2
Fluss,Stettiner Haff,S,Stettiner Haff,12
Fluss,Stettiner Haff,S,Stettiner Haff,15
Fluss,Stever,S,Stever,4
Fluss,Stichkanal,S,Stichkanal,20
Fluss,Stichkanal Salzgitter,S,Stichkanal Salzgitter,2
Fluss,Stiefelgraben,S,Stiefelgraben,1
Fluss,Stillach,S,Stillach,3
Fluss,Stille,S,Stille,418
Fluss,Stille Musel,S,Stille Musel,1
Fluss,Stöbber,S,Stöbber,1
Fluss,Stöbnitz,S,Stöbnitz,1
Fluss,Stockacher Aach,S,Stockacher Aach,1
Fluss,Stockbach,S,Stockbach,1
Fluss,Stöcker,S,Stöcker,48
Fluss,Stocklache,S,Stocklache,1
Fluss,Stöckleinsbach,S,Stöckleinsbach,1
Fluss,Stoißer Ache,S,Stoißer Ache,1
Fluss,Stollenbach,S,Stollenbach,1
Fluss,Stölpchensee,S,Stölpchensee,3
Fluss,Stolpsee,S,Stolpsee,1
Fluss,Stolzenau,S,Stolzenau,7
Fluss,Stör,S,Stör,15
Fluss,Storchensee,S,Storchensee,1
Fluss,Störitzsee,S,Störitzsee,1
Fluss,Störkanal,S,Störkanal,1
Fluss,Storkower Kanal,S,Storkower Kanal,3
Fluss,Störmthaler See,S,Störmthaler See,3
Fluss,Störmthaler See,S,Störmthaler See,8
Fluss,Stößensee,S,Stößensee,3
Fluss,Stoteler See,S,Stoteler See,1
Fluss,Strang,S,Strang,219
Fluss,Straßbach,S,Straßbach,3
Fluss,Straussee,S,Straussee,1
Fluss,Streek,S,Streek,1
Fluss,Streitenbach,S,Streitenbach,2
Fluss,Strelasund,S,Strelasund,10
Fluss,Stremme,S,Stremme,5
Fluss,Streng,S,Streng,61
Fluss,Strenge,S,Strenge,99
Fluss,Streu,S,Streu,16
Fluss,Striegis,S,Striegis,3
Fluss,Strogen,S,Strogen,1
Fluss,Strom,S,Strom,3438
Fluss,Strombach,S,Strombach,1
Fluss,Strothe,S,Strothe,2
Fluss,Strudelbach,S,Strudelbach,1
Fluss,Struga,S,Struga,5
Fluss,Strümpfelbach,S,Strümpfelbach,4
Fluss,Strunde,S,Strunde,4
Fluss,Stumpfenbach,S,Stumpfenbach,1
Fluss,Stuppach,S,Stuppach,3
Fluss,Süd,S,Süd,1008
Fluss,Sude,S,Sude,10
Fluss,Südensee,S,Südensee,1
Fluss,Süderbeste,S,Süderbeste,1
Fluss,Süderelbe,S,Süderelbe,17
Fluss,Südkanal,S,Südkanal,1
Fluss,Südlauf,S,Südlauf,2
Fluss,Südsee,S,Südsee,61
Fluss,Suhl,S,Suhl,113
Fluss,Suhle,S,Suhle,1
Fluss,Suhrer See,S,Suhrer See,2
Fluss,Sule,S,Sule,4
Fluss,Sulm,S,Sulm,3
Fluss,Sulz,S,Sulz,51
Fluss,Sülz,S,Sülz,11
Fluss,Sulzach,S,Sulzach,3
Fluss,Sulzbach,S,Sulzbach,72
Fluss,Sülzbach,S,Sülzbach,1
Fluss,Sulzbächle,S,Sulzbächle,1
Fluss,Sulze,S,Sulze,3
Fluss,Sülze,S,Sülze,6
Fluss,Sülzensee,S,Sülzensee,1
Fluss,Sulzer Wasserfall,S,Sulzer Wasserfall,1
Fluss,Sulzgraben,S,Sulzgraben,1
Fluss,Sulzquelle,S,Sulzquelle,1
Fluss,Sumpfsee,S,Sumpfsee,1
Fluss,Sumpfwiese,S,Sumpfwiese,1
Fluss,Sunderbach,S,Sunderbach,1
Fluss,Sünna,S,Sünna,3
Fluss,Sur,S,Sur,58
Fluss,Swietensee,S,Swietensee,1
Fluss,Swinegelsee,S,Swinegelsee,1
Fluss,Sydower Fließ,S,Sydower Fließ,1
Fluss,Syke,S,Syke,70
Fluss,Sylvensteinsee,S,Sylvensteinsee,2
Fluss,Syra,S,Syra,4
Fluss,Tachinger See,T,Tachinger See,1
Fluss,Taft,T,Taft,26
Fluss,Taiga,T,Taiga,11
Fluss,Talbach,T,Talbach,2
Fluss,Talsperre Bautzen,T,Talsperre Bautzen,3
Fluss,Talsperre Bautzen,T,Talsperre Bautzen,5
Fluss,Talsperre Cranzahl,T,Talsperre Cranzahl,2
Fluss,Talsperre Döllnitzsee,T,Talsperre Döllnitzsee,1
Fluss,Talsperre Dröda,T,Talsperre Dröda,2
Fluss,Talsperre Eibenstock,T,Talsperre Eibenstock,9
Fluss,Talsperre Eibenstock,T,Talsperre Eibenstock,12
Fluss,Talsperre Einsiedel,T,Talsperre Einsiedel,1
Fluss,Talsperre Falkenstein,T,Talsperre Falkenstein,1
Fluss,Talsperre Gottleuba,T,Talsperre Gottleuba,1
Fluss,Talsperre Kauscha,T,Talsperre Kauscha,1
Fluss,Talsperre Kelbra,T,Talsperre Kelbra,1
Fluss,Talsperre Klingenberg,T,Talsperre Klingenberg,3
Fluss,Talsperre Klingenberg,T,Talsperre Klingenberg,4
Fluss,Talsperre Koberbach,T,Talsperre Koberbach,2
Fluss,Talsperre Kriebstein,T,Talsperre Kriebstein,5
Fluss,Talsperre Lehnmühle,T,Talsperre Lehnmühle,3
Fluss,Talsperre Lehnmühle,T,Talsperre Lehnmühle,5
Fluss,Talsperre Lichtenberg,T,Talsperre Lichtenberg,3
Fluss,Talsperre Malter,T,Talsperre Malter,3
Fluss,Talsperre Malter,T,Talsperre Malter,5
Fluss,Talsperre Muldenberg,T,Talsperre Muldenberg,3
Fluss,Talsperre Muldenberg,T,Talsperre Muldenberg,4
Fluss,Talsperre Nauleis,T,Talsperre Nauleis,1
Fluss,Talsperre Pirk,T,Talsperre Pirk,3
Fluss,Talsperre Pöhl,T,Talsperre Pöhl,10
Fluss,Talsperre Pöhl,T,Talsperre Pöhl,12
Fluss,Talsperre Quitzdorf,T,Talsperre Quitzdorf,3
Fluss,Talsperre Rauschenbach,T,Talsperre Rauschenbach,5
Fluss,Talsperre Rauschenbach,T,Talsperre Rauschenbach,5
Fluss,Talsperre Schömbach,T,Talsperre Schömbach,1
Fluss,Talsperre Schönbrunn,T,Talsperre Schönbrunn,1
Fluss,Talsperre Sosa,T,Talsperre Sosa,4
Fluss,Talsperre Sosa,T,Talsperre Sosa,4
Fluss,Talsperre Spremberg,T,Talsperre Spremberg,4
Fluss,Talsperre Stollberg,T,Talsperre Stollberg,2
Fluss,Talsperre Wechmar,T,Talsperre Wechmar,1
Fluss,Talsperre Wendefurth,T,Talsperre Wendefurth,1
Fluss,Talsperre Werda,T,Talsperre Werda,1
Fluss,Talsperre Zeulenroda,T,Talsperre Zeulenroda,2
Fluss,Talwasser,T,Talwasser,2
Fluss,Tambach,T,Tambach,5
Fluss,Tankgraben,T,Tankgraben,1
Fluss,Tankumsee,T,Tankumsee,8
Fluss,Tannbach,T,Tannbach,4
Fluss,Tannenbach,T,Tannenbach,1
Fluss,Tappert,T,Tappert,13
Fluss,Tarpenbek,T,Tarpenbek,2
Fluss,Tattenbach,T,Tattenbach,4
Fluss,Taube,T,Taube,119
Fluss,Taubenbach,T,Taubenbach,3
Fluss,Tauber,T,Tauber,85
Fluss,Taubergießen,T,Taubergießen,1
Fluss,Tausendsee,T,Tausendsee,1
Fluss,Tegeler Fließ,T,Tegeler Fließ,4
Fluss,Tegeler See,T,Tegeler See,6
Fluss,Tegeler See,T,Tegeler See,9
Fluss,Tegernbach,T,Tegernbach,3
Fluss,Tegernsee,T,Tegernsee,104
Fluss,Teich,T,Teich,437
Fluss,Teichgraben,T,Teichgraben,1
Fluss,Teinach,T,Teinach,7
Fluss,Teisbach,T,Teisbach,1
Fluss,Teisnach,T,Teisnach,97
Fluss,Tellin,T,Tellin,1
Fluss,Teltowkanal,T,Teltowkanal,9
Fluss,Temnitz,T,Temnitz,9
Fluss,Templiner See,T,Templiner See,1
Fluss,Temse,T,Temse,1
Fluss,Tenderingssee,T,Tenderingssee,3
Fluss,Teterower See,T,Teterower See,1
Fluss,Tettau,T,Tettau,9
Fluss,Tetterweinbach,T,Tetterweinbach,1
Fluss,Tetzensee,T,Tetzensee,1
Fluss,Teufe,T,Teufe,88
Fluss,Teufelsbach,T,Teufelsbach,3
Fluss,Teufelsee,T,Teufelsee,1
Fluss,Teufelsgraben,T,Teufelsgraben,6
Fluss,Teufelsloch,T,Teufelsloch,5
Fluss,Teufelsmühle,T,Teufelsmühle,2
Fluss,Teufelssee,T,Teufelssee,3
Fluss,Teufelstal,T,Teufelstal,3
Fluss,Teufelsteich,T,Teufelsteich,1
Fluss,Teufenbach,T,Teufenbach,5
Fluss,Teupitzer See,T,Teupitzer See,1
Fluss,Teuschnitz,T,Teuschnitz,3
Fluss,Thalbach,T,Thalbach,20
Fluss,Theel,T,Theel,7
Fluss,Thierbach,T,Thierbach,11
Fluss,Thiergart,T,Thiergart,1
Fluss,Thomasteich,T,Thomasteich,1
Fluss,Thulba,T,Thulba,3
Fluss,Thumbach,T,Thumbach,2
Fluss,Thumsee,T,Thumsee,2
Fluss,Thune,T,Thune,11
Fluss,Thüren,T,Thüren,2
Fluss,Thyra,T,Thyra,6
Fluss,Tief,T,Tief,271
Fluss,Tiefenbach,T,Tiefenbach,22
Fluss,Tiefensee,T,Tiefensee,18
Fluss,Tiefental,T,Tiefental,3
Fluss,Tiefer Graben,T,Tiefer Graben,1
Fluss,Tiefgraben,T,Tiefgraben,3
Fluss,Tiefsee,T,Tiefsee,54
Fluss,Tiefteich,T,Tiefteich,1
Fluss,Tiessenbach,T,Tiessenbach,1
Fluss,Tillysee,T,Tillysee,1
Fluss,Timmeler Meer,T,Timmeler Meer,1
Fluss,Tiroler Achen,T,Tiroler Achen,1
Fluss,Titisee,T,Titisee,28
Fluss,Toeppersee,T,Toeppersee,1
Fluss,Tollbach,T,Tollbach,2
Fluss,Tollense,T,Tollense,8
Fluss,Tollensesee,T,Tollensesee,5
Fluss,Tonbach,T,Tonbach,3
Fluss,Tonkuhle,T,Tonkuhle,6
Fluss,Tonna,T,Tonna,2
Fluss,Tonndorfbach,T,Tonndorfbach,2
Fluss,Torfkanal,T,Torfkanal,2
Fluss,Torfmoor,T,Torfmoor,4
